date,temp
1878-04-18,172
1878-04-19,211
1878-04-20,161
1878-04-21,244
1878-04-22,189
1878-04-23,117
1878-04-24,172
1878-04-25,161
1878-04-26,156
1878-04-27,144
1878-04-28,144
1878-04-29,183
1878-04-30,183
1878-05-01,178
1878-05-02,244
1878-05-03,289
1878-05-04,250
1878-05-05,183
1878-05-06,206
1878-05-07,183
1878-05-08,233
1878-05-09,144
1878-05-10,189
1878-05-11,122
1878-05-12,122
1878-05-13,122
1878-05-14,139
1878-05-15,100
1878-05-16,167
1878-05-17,194
1878-05-18,222
1878-05-19,233
1878-05-20,144
1878-05-21,233
1878-05-22,189
1878-05-23,217
1878-05-24,189
1878-05-25,239
1878-05-26,267
1878-05-27,239
1878-05-28,233
1878-05-29,222
1878-05-30,167
1878-05-31,139
1878-06-01,172
1878-06-02,183
1878-06-03,228
1878-06-04,228
1878-06-05,244
1878-06-06,206
1878-06-07,200
1878-06-08,183
1878-06-09,211
1878-06-10,161
1878-06-11,183
1878-06-12,222
1878-06-13,222
1878-06-14,250
1878-06-15,267
1878-06-16,272
1878-06-17,250
1878-06-18,211
1878-06-19,244
1878-06-20,278
1878-06-21,256
1878-06-22,228
1878-06-23,244
1878-06-24,256
1878-06-25,261
1878-06-26,283
1878-06-27,306
1878-06-28,306
1878-06-29,317
1878-06-30,317
1878-07-01,322
1878-07-02,328
1878-07-03,328
1878-07-04,317
1878-07-05,317
1878-07-06,289
1878-07-07,311
1878-07-08,333
1878-07-09,322
1878-07-10,328
1878-07-11,289
1878-07-12,239
1878-07-13,272
1878-07-14,300
1878-07-15,317
1878-07-16,250
1878-07-17,267
1878-07-18,344
1878-07-19,339
1878-07-20,322
1878-07-21,283
1878-07-22,244
1878-07-23,289
1878-07-24,283
1878-07-25,300
1878-07-26,294
1878-07-27,278
1878-07-28,300
1878-07-29,283
1878-07-30,222
1878-07-31,222
1878-08-01,228
1878-08-02,294
1878-08-03,311
1878-08-04,300
1878-08-05,272
1878-08-06,267
1878-08-07,283
1878-08-08,306
1878-08-09,322
1878-08-10,267
1878-08-11,278
1878-08-12,272
1878-08-13,283
1878-08-14,283
1878-08-15,256
1878-08-16,250
1878-08-17,278
1878-08-18,283
1878-08-19,272
1878-08-20,278
1878-08-21,267
1878-08-22,222
1878-08-23,239
1878-08-24,250
1878-08-25,239
1878-08-26,244
1878-08-27,261
1878-08-28,256
1878-08-29,256
1878-08-30,278
1878-08-31,256
1878-09-01,322
1878-09-02,311
1878-09-03,294
1878-09-04,239
1878-09-05,222
1878-09-06,256
1878-09-07,217
1878-09-08,206
1878-09-09,222
1878-09-10,228
1878-09-11,256
1878-09-12,250
1878-09-13,261
1878-09-14,222
1878-09-15,222
1878-09-16,194
1878-09-17,239
1878-09-18,278
1878-09-19,267
1878-09-20,289
1878-09-21,256
1878-09-22,183
1878-09-23,189
1878-09-24,206
1878-09-25,250
1878-09-26,267
1878-09-27,183
1878-09-28,150
1878-09-29,189
1878-09-30,200
1878-10-01,233
1878-10-02,261
1878-10-03,267
1878-10-04,244
1878-10-05,189
1878-10-06,167
1878-10-07,161
1878-10-08,200
1878-10-09,267
1878-10-10,189
1878-10-11,144
1878-10-12,144
1878-10-13,206
1878-10-14,200
1878-10-15,233
1878-10-16,233
1878-10-17,250
1878-10-18,206
1878-10-19,122
1878-10-20,172
1878-10-21,228
1878-10-22,172
1878-10-23,194
1878-10-24,161
1878-10-25,144
1878-10-26,161
1878-10-27,172
1878-10-28,122
1878-10-29,111
1878-10-30,150
1878-10-31,128
1878-11-01,89
1878-11-02,156
1878-11-03,106
1878-11-04,83
1878-11-05,50
1878-11-06,33
1878-11-07,67
1878-11-08,39
1878-11-09,50
1878-11-10,106
1878-11-11,128
1878-11-12,150
1878-11-13,122
1878-11-14,72
1878-11-15,56
1878-11-16,89
1878-11-17,94
1878-11-18,89
1878-11-19,133
1878-11-20,83
1878-11-21,117
1878-11-22,133
1878-11-23,89
1878-11-24,117
1878-11-25,106
1878-11-26,106
1878-11-27,139
1878-11-28,139
1878-11-29,94
1878-11-30,83
1878-12-01,61
1878-12-02,156
1878-12-03,89
1878-12-04,89
1878-12-05,39
1878-12-06,44
1878-12-07,33
1878-12-08,22
1878-12-09,78
1878-12-10,156
1878-12-11,78
1878-12-12,44
1878-12-13,39
1878-12-14,44
1878-12-15,61
1878-12-16,6
1878-12-17,0
1878-12-18,17
1878-12-19,11
1878-12-20,6
1878-12-21,94
1878-12-22,72
1878-12-23,0
1878-12-24,-56
1878-12-25,-67
1878-12-26,-50
1878-12-27,-17
1878-12-28,-11
1878-12-29,39
1878-12-30,0
1878-12-31,-17
